SITE,MONTH,DAY,YEAR,T_HI,T_LO,T_AVG,RH,WIND,MAX1_MIN,SOIL_F,SOLAR_LANG,PRECIP,ETPOT,GDD_40,GDD_50
1,7,4,1990,87,61,73,49.2,8.4,20.1,77.4,604,0.00,0.37,29,24
1,7,5,1990,83,61,71,53.6,8.6,22.6,75.4,546,0.06,0.34,29,22
1,7,6,1990,93,62,75,48.0,9.8,18.0,74.3,482,0.04,0.42,30,24
1,7,7,1990,101,64,81,27.3,9.0,26.9,74.4,605,0.00,0.53,31,25
1,7,8,1990,82,58,70,53.4,10.4,17.3,75.3,384,0.49,0.31,27,20
1,7,9,1990,84,57,69,62.3,5.9,16.6,73.7,550,0.09,0.27,27,21
1,7,10,1990,85,59,71,55.2,7.0,15.9,73.1,653,0.00,0.33,28,22
1,7,11,1990,83,54,70,42.8,7.0,18.1,72.8,579,0.00,0.33,25,19
1,7,12,1990,77,49,63,45.2,8.1,17.5,72.1,593,0.00,0.33,23,14
1,7,13,1990,75,46,60,36.2,7.5,15.7,71.2,691,0.00,0.34,20,12
1,7,14,1990,83,48,65,30.2,5.5,11.4,71.0,427,0.00,0.30,23,17
1,7,15,1990,90,54,72,27.8,6.3,13.4,71.1,600,0.00,0.38,25,20
1,7,16,1990,94,56,76,24.7,8.3,21.2,72.6,587,0.00,0.46,26,21
1,7,17,1990,100,58,80,20.6,7.6,14.8,74.3,676,0.00,0.50,28,22
1,7,18,1990,99,55,79,28.2,8.6,18.6,75.9,611,0.00,0.48,26,20
1,7,19,1990,83,59,69,55.1,8.7,16.2,76.5,379,0.01,0.30,28,21
1,7,20,1990,66,58,61,72.2,8.1,16.2,74.8,132,0.48,0.12,22,12
1,7,21,1990,65,47,56,74.1,7.6,19.8,71.0,109,0.78,0.09,16,7
1,7,22,1990,71,43,58,56.0,4.2,9.3,67.2,551,0.00,0.20,17,11
1,7,23,1990,81,49,66,48.7,6.0,14.8,67.5,651,0.00,0.30,23,15
1,7,24,1990,87,56,71,34.2,7.5,23.8,68.8,495,0.00,0.37,26,21
1,7,25,1990,92,56,73,33.9,4.1,16.3,70.2,611,0.04,0.33,26,21
1,7,26,1990,92,58,76,25.8,7.6,19.1,72.1,628,0.03,0.43,27,22
1,7,27,1990,91,57,70,36.5,8.8,21.7,73.4,549,0.09,0.45,27,21
1,7,28,1990,91,56,69,40.8,8.5,27.8,73.2,603,2.79,0.45,26,21
1,7,29,1990,78,53,65,58.9,7.7,21.5,71.1,572,0.02,0.28,25,15
1,7,30,1990,77,53,65,62.5,5.5,17.1,70.4,484,0.06,0.22,25,15
1,7,31,1990,81,54,68,75.7,9.5,17.0,72.6,675,0.00,0.29,26,18
1,8,1,1990,88,58,72,57.5,10.0,23.2,73.6,640,0.00,0.39,28,22
1,8,2,1990,89,57,70,48.2,5.4,18.7,70.7,493,0.00,0.30,27,22
1,8,3,1990,88,55,71,63.4,7.2,22.5,75.3,640,0.00,0.32,26,21
1,8,4,1990,78,57,68,67.8,7.6,16.2,74.2,484,0.00,0.23,27,17
1,8,5,1990,59,54,60,86.7,6.5,16.0,68.5,196,0.00,0.05,16,6
1,8,6,1990,74,54,63,58.3,11.1,18.7,67.2,467,0.00,0.30,24,14
1,8,7,1990,90,50,69,47.7,6.0,12.2,66.6,629,0.00,0.35,23,18
1,8,8,1990,93,58,75,29.6,8.0,16.3,67.9,628,0.00,0.45,27,22
1,8,9,1990,93,56,74,32.1,4.7,9.8,69.0,602,0.02,0.34,27,21
1,8,10,1990,95,56,74,35.8,6.4,15.2,70.5,530,0.00,0.38,26,21
1,8,11,1990,82,60,68,58.5,8.1,17.7,71.7,483,0.18,0.29,28,21
1,8,12,1990,81,57,66,53.2,5.5,12.4,71.5,430,0.00,0.25,27,19
1,8,13,1990,80,54,67,43.1,9.2,20.3,70.7,522,0.00,0.34,25,17
1,8,14,1990,84,54,66,54.0,5.4,25.4,70.8,474,0.61,0.26,25,19
1,8,15,1990,77,54,66,52.5,5.1,11.4,70.5,402,0.00,0.20,25,15
1,8,16,1990,89,32,72,41.0,4.2,12.4,70.3,687,0.00,0.28,19,18
1,8,17,1990,94,60,71,46.0,7.3,27.2,71.1,544,1.22,0.42,29,23
1,8,18,1990,84,59,70,51.2,5.8,12.7,70.3,585,0.00,0.30,28,22
1,8,19,1990,81,56,68,54.5,6.5,19.5,70.2,541,0.22,0.27,26,18
1,8,20,1990,83,57,70,45.6,8.8,17.2,70.2,690,0.02,0.37,27,20
1,8,21,1990,89,61,74,39.4,7.1,15.8,70.4,671,0.00,0.38,29,23
1,8,22,1990,88,62,72,38.9,7.6,20.4,70.8,502,0.00,0.37,29,24
1,8,23,1990,89,56,68,35.3,6.5,17.6,70.6,636,0.00,0.39,27,21
1,8,24,1990,92,51,71,27.3,5.0,11.5,70.6,699,0.00,0.37,24,19
1,8,25,1990,96,55,73,20.0,6.4,13.8,71.5,725,0.00,0.45,26,21
1,8,26,1990,98,53,76,15.1,6.8,12.3,72.3,727,0.00,0.48,25,20
1,8,27,1990,99,54,77,13.3,6.7,15.9,72.9,729,0.00,0.48,26,20
1,8,29,1990,97,53,74,15.0,6.2,16.0,73.3,694,0.00,0.45,25,20
1,8,29,1990,94,51,74,22.4,7.7,18.8,73.4,684,0.00,0.45,24,19
1,8,30,1990,100,56,80,17.3,7.4,22.4,74.0,676,0.00,0.48,26,21
1,8,31,1990,96,61,77,17.0,8.7,23.2,75.2,626,0.00,0.51,29,23
1,9,1,1990,93,63,76,24.4,6.1,24.7,75.8,614,0.01,0.39,30,24
1,9,2,1990,96,60,78,20.1,9.9,20.5,76.5,644,0.00,0.53,29,23
1,9,3,1990,96,59,78,13.4,8.8,16.8,76.7,661,0.00,0.51,28,23
1,9,4,1990,90,51,74,20.1,8.8,18.3,76.6,650,0.00,0.44,24,19
1,9,5,1990,97,60,76,19.5,7.9,22.2,76.5,614,0.00,0.48,28,23
1,9,6,1990,87,57,72,23.4,7.2,15.7,76.5,432,0.00,0.35,27,22
1,9,7,1990,92,55,72,25.5,5.2,13.5,75.6,609,0.00,0.36,26,21
1,9,8,1990,96,52,73,15.4,5.4,22.9,75.1,655,0.00,0.40,24,19
1,9,9,1990,92,53,72,15.9,6.0,14.1,75.2,557,0.00,0.39,25,19
1,9,10,1990,88,50,65,25.9,6.7,27.3,74.5,354,0.17,0.35,23,18
1,9,11,1990,87,49,69,26.7,7.2,15.2,72.4,628,0.00,0.37,23,18
1,9,12,1990,96,48,71,23.9,5.7,11.1,72.2,625,0.00,0.39,22,18
1,9,13,1990,101,51,76,14.0,10.7,21.9,72.9,622,0.00,0.63,24,19
1,9,14,1990,80,41,62,18.1,6.7,17.1,72.8,602,0.00,0.35,19,15
1,9,15,1990,91,50,70,14.7,8.4,17.3,72.1,592,0.00,0.46,24,18
1,9,16,1990,72,48,61,18.4,10.6,18.9,71.7,380,0.00,0.37,20,11
1,9,17,1990,61,50,56,64.7,10.3,18.1,70.0,471,0.22,0.11,15,6
1,9,18,1990,78,51,60,31.2,6.7,13.8,61.6,577,0.00,0.33,24,14
1,9,19,1990,72,55,61,62.4,12.8,21.9,67.3,323,0.03,0.26,23,13
1,9,20,1990,75,48,63,40.0,9.8,22.5,66.9,524,0.03,0.32,22,13
1,9,21,1990,73,43,55,44.0,5.2,13.4,66.4,503,0.11,0.23,18,11
1,9,22,1990,70,38,53,28.9,7.4,19.0,65.0,575,0.00,0.29,15,10
1,9,23,1990,77,33,55,26.1,7.2,16.9,62.3,572,0.00,0.33,18,13
1,9,24,1990,89,49,67,22.0,8.5,18.2,64.0,565,0.00,0.44,23,18
1,9,25,1990,91,49,68,16.5,5.7,14.8,65.0,562,0.00,0.36,23,18
1,9,26,1990,85,52,66,19.2,7.8,20.5,66.0,384,0.00,0.37,24,18
1,9,27,1990,69,47,55,45.4,5.3,13.7,65.5,167,0.19,0.16,18,9
1,9,28,1990,57,42,50,50.2,6.3,13.3,62.9,119,0.08,0.12,10,3
1,9,29,1990,54,50,52,72.4,5.5,11.6,61.1,52,0.01,0.05,12,2
1,9,30,1990,78,46,57,53.7,6.3,11.8,60.6,479,0.00,0.26,22,14
1,10,1,1990,84,43,64,37.4,8.6,18.0,61.2,529,0.00,0.34,20,17
1,10,2,1990,74,47,58,50.2,7.1,22.1,61.9,148,0.13,0.19,21,12
1,10,3,1990,64,33,50,32.3,9.9,24.0,60.5,487,0.00,0.28,12,7
1,10,4,1990,81,32,60,18.9,9.0,999.9,58.1,494,0.00,0.38,19,16
1,10,5,1990,90,48,33,999.9,999.9,17.9,999.9,9999,99.99,0.21,23,18
1,10,6,1990,62,37,48,22.4,9.7,21.4,60.8,418,0.00,0.29,11,6
1,10,7,1990,37,30,34,52.8,9.2,15.6,59.2,56,0.00,0.09,0,0
1,10,8,1990,38,25,30,72.7,5.8,13.4,55.6,196,0.29,0.06,0,0
1,10,9,1990,53,24,38,42.5,6.8,999.9,51.1,485,99.99,0.17,7,2
1,10,10,1990,73,33,32,999.9,999.9,15.3,40.3,9999,0.39,1.21,17,12
1,10,11,1990,45,27,39,48.9,10.5,20.6,51.7,107,0.00,0.12,3,0
1,10,12,1990,66,27,45,35.8,9.2,20.6,49.4,421,0.00,0.28,13,8
1,10,13,1990,73,29,50,25.5,8.9,24.5,50.5,223,0.00,0.30,17,12
1,10,14,1990,59,27,42,35.5,7.5,15.4,50.7,448,0.00,0.21,10,5
1,10,15,1990,71,34,50,23.2,6.5,15.1,51.0,283,0.00,0.25,15,10
1,10,16,1990,84,34,58,22.6,10.9,31.4,52.1,445,0.04,0.45,19,17
1,10,17,1990,50,21,39,23.4,17.7,35.8,53.3,402,0.00,0.31,5,0
1,10,18,1990,75,20,48,20.2,7.7,16.8,51.4,407,0.00,0.31,17,12
1,10,19,1990,76,38,48,25.0,10.7,31.5,47.1,133,0.04,0.43,18,13
1,10,20,1990,38,24,33,56.9,8.9,22.8,49.0,112,0.43,0.08,0,0
1,10,21,1990,51,25,37,42.7,8.4,16.7,48.2,423,0.00,0.17,5,0
1,10,22,1990,72,35,51,25.0,8.3,21.7,47.5,318,0.00,0.30,16,11
1,10,23,1990,58,35,47,34.2,8.6,20.9,48.7,349,0.00,0.20,9,4
1,10,24,1990,59,28,40,38.5,4.2,11.5,44.7,343,0.00,0.14,10,5
1,10,25,1990,78,39,54,28.5,7.3,13.8,49.3,402,0.00,0.31,19,14
1,10,26,1990,79,44,58,17.7,10.1,24.4,50.3,357,0.00,0.40,20,15
1,10,27,1990,61,36,48,19.2,8.8,16.2,51.0,389,0.00,0.25,10,5
1,10,29,1990,81,32,54,19.4,7.8,14.4,50.8,395,0.00,0.35,19,16
1,10,29,1990,85,40,60,16.1,6.1,12.6,51.6,387,0.00,0.31,19,18
1,10,30,1990,82,43,57,16.9,5.5,9.5,52.3,370,0.00,0.29,20,16
1,10,31,1990,80,42,57,16.8,5.3,13.3,52.9,352,0.00,0.26,19,15
1,11,1,1990,65,39,52,18.9,6.9,20.0,53.3,137,0.00,0.21,12,7
1,11,2,1990,44,27,34,62.6,13.7,21.2,52.0,17,0.00,0.12,2,0
1,11,3,1990,30,19,26,66.7,11.1,21.8,49.0,133,0.00,0.05,0,0
1,11,4,1990,34,15,25,54.8,8.3,14.2,46.5,349,0.06,0.08,0,0
1,11,5,1990,58,25,36,44.3,7.5,18.3,44.7,256,0.04,0.19,9,4
1,11,6,1990,31,12,22,60.0,14.6,26.2,44.0,152,0.00,0.09,0,0
1,11,7,1990,34,10,22,51.3,8.5,18.2,42.1,337,0.01,0.09,0,0
1,11,8,1990,49,19,33,40.5,9.7,25.3,40.9,311,0.00,0.17,4,0
1,11,9,1990,57,27,40,33.8,7.4,19.6,40.7,332,0.00,0.18,8,3
1,11,10,1990,68,33,47,26.2,7.4,18.8,41.5,290,0.00,0.24,14,9
1,11,11,1990,75,35,49,21.0,6.6,14.6,42.7,333,0.00,0.27,17,12
1,11,12,1990,80,29,49,20.5,7.3,16.2,43.6,337,0.00,0.33,19,15
1,11,13,1990,76,33,47,22.8,6.1,13.4,44.0,329,0.00,0.27,18,13
1,11,14,1990,77,37,52,18.6,7.3,15.9,44.4,319,0.00,0.30,18,13
1,11,15,1990,75,33,51,20.5,8.7,21.5,45.2,267,0.00,0.31,17,12
1,11,16,1990,51,22,37,30.8,7.6,14.9,45.3,272,0.00,0.15,6,1
1,11,17,1990,63,30,45,22.4,6.1,12.9,44.6,174,0.00,0.18,11,6
1,11,18,1990,67,32,46,22.9,5.3,14.0,44.9,262,0.00,0.19,14,9
1,11,19,1990,65,32,45,27.8,5.7,999.9,44.7,258,0.00,0.18,12,7
1,11,20,1990,68,36,33,999.9,999.9,23.2,32.6,9999,0.00,0.11,14,9
1,11,21,1990,49,21,37,20.4,15.7,36.6,45.7,293,0.00,0.27,4,0
1,11,22,1990,57,20,40,20.2,14.6,32.8,44.0,247,0.00,0.31,8,3
1,11,23,1990,65,30,45,18.7,10.6,28.6,43.5,271,0.00,0.30,13,8
1,11,24,1990,73,28,49,17.7,9.2,24.0,43.9,276,0.00,0.31,17,12
1,11,25,1990,72,27,47,18.4,7.3,16.9,44.1,293,0.00,0.26,16,11
1,11,26,1990,57,19,33,24.3,11.4,24.1,43.9,197,0.00,0.28,9,4
1,11,27,1990,37,8,19,56.0,10.4,19.3,42.5,199,0.08,0.11,0,0
1,11,28,1990,37,9,19,32.6,8.7,16.7,41.4,290,0.01,0.12,0,0
1,11,29,1990,39,16,28,26.0,11.6,16.8,40.6,235,0.00,0.15,0,0
1,11,30,1990,42,25,36,25.2,7.3,17.0,39.8,115,0.00,0.11,1,0
1,12,1,1990,39,11,23,39.3,7.6,13.0,39.5,274,0.00,0.10,0,0
1,12,2,1990,30,15,23,41.3,13.7,30.4,38.9,146,0.00,0.11,0,0
1,12,3,1990,42,15,24,26.0,10.5,18.4,38.1,272,0.00,0.17,1,0
1,12,4,1990,53,22,36,22.5,9.1,15.1,37.5,255,0.00,0.19,7,2
1,12,5,1990,47,29,37,22.2,9.4,17.7,37.3,95,0.00,0.18,4,0
1,12,6,1990,39,18,27,28.4,8.2,14.7,37.2,253,0.00,0.11,0,0
1,12,7,1990,54,22,33,25.1,7.4,14.5,36.9,257,0.00,0.17,7,2
1,12,8,1990,59,26,38,23.7,5.8,12.0,36.5,259,0.00,0.16,9,4
1,12,9,1990,59,30,39,21.9,6.4,12.9,36.4,255,0.00,0.17,10,5
1,12,10,1990,63,33,42,20.9,8.3,15.1,36.6,255,0.00,0.24,12,7
1,12,11,1990,66,33,45,19.5,7.0,14.0,37.2,256,0.00,0.21,13,8
1,12,12,1990,44,25,34,37.5,7.1,20.0,37.7,115,0.00,0.11,2,0
1,12,13,1990,29,25,28,66.3,13.0,21.8,37.5,66,0.00,0.06,0,0
1,12,14,1990,37,24,29,49.0,16.5,32.4,37.4,112,0.02,0.15,0,0
1,12,15,1990,44,16,28,23.3,9.0,19.9,37.1,258,0.00,0.14,2,0
1,12,16,1990,53,22,33,23.5,5.7,14.0,36.7,201,0.00,0.13,6,1
1,12,17,1990,36,17,28,28.5,5.8,16.2,35.3,154,0.00,0.07,0,0
1,12,18,1990,48,17,30,33.8,12.0,31.5,36.1,111,0.00,0.18,4,0
1,12,19,1990,20,-9,4,50.7,12.3,17.9,35.7,69,0.00,0.07,0,0
1,12,20,1990,-5,-15,-12,37.5,12.4,16.8,35.0,174,0.00,0.03,0,0
1,12,21,1990,-6,-20,-14,34.1,12.0,19.0,34.1,222,0.00,0.03,0,0
1,12,22,1990,8,-27,-13,33.8,5.0,11.3,33.2,263,0.00,0.03,0,0
1,12,23,1990,19,-16,1,30.2,12.3,29.4,32.3,246,0.00,0.09,0,0
1,12,24,1990,32,1,14,28.1,5.6,12.7,31.5,162,0.00,0.07,0,0
1,12,25,1990,16,3,10,50.4,7.7,15.5,31.0,129,0.00,0.04,0,0
1,12,26,1990,40,3,16,41.0,5.9,16.8,30.7,182,0.00,0.09,0,0
1,12,27,1990,45,4,21,34.8,7.0,15.6,30.5,243,0.00,0.11,3,0
1,12,29,1990,33,-7,9,41.3,11.6,22.0,30.4,111,0.00,0.13,0,0
1,12,29,1990,0,-14,-9,35.3,8.7,15.9,29.4,151,0.00,0.03,0,0
1,12,30,1990,36,-19,7,31.4,6.0,14.9,28.0,206,0.00,0.09,0,0
1,12,31,1990,48,10,29,23.3,7.1,15.0,28.0,247,0.00,0.11,4,0
1,1,1,1991,57,18,36,22.9,8.3,15.8,28.9,252,0.00,0.20,9,4
1,1,2,1991,21,9,14,60.3,5.4,11.6,29.7,84,0.00,0.03,0,0
1,1,3,1991,16,10,13,59.7,3.0,7.3,29.5,49,0.00,0.02,0,0
1,1,4,1991,22,11,15,59.8,4.8,12.4,29.3,78,0.00,0.03,0,0
1,1,5,1991,36,7,19,46.1,6.5,12.9,29.3,227,0.00,0.08,0,0
1,1,6,1991,18,7,15,59.7,4.5,10.6,28.9,49,0.00,0.02,0,0
1,1,7,1991,45,7,26,34.6,2.8,11.6,29.5,136,0.00,0.06,2,0
1,1,8,1991,47,12,28,32.7,5.0,11.5,29.0,199,0.00,0.10,4,0
1,1,9,1991,44,10,26,45.8,10.5,21.6,29.2,198,0.00,0.14,2,0
1,1,10,1991,45,19,29,42.9,7.7,15.3,29.6,218,0.00,0.12,2,0
1,1,11,1991,48,18,29,29.8,9.4,17.2,29.9,273,0.00,0.18,4,0
1,1,12,1991,55,22,35,22.5,9.1,17.6,29.9,265,0.00,0.22,8,3
1,1,13,1991,59,30,42,19.9,10.5,27.1,30.3,262,0.00,0.26,9,4
1,1,14,1991,49,20,36,34.5,7.8,17.9,30.8,173,0.02,0.14,5,0
1,1,15,1991,50,22,32,32.2,6.9,13.6,31.1,232,0.00,0.15,5,0
1,1,16,1991,41,17,28,47.4,9.8,21.6,31.2,157,0.02,0.12,1,0
1,1,17,1991,43,18,28,32.8,9.7,20.5,31.1,175,0.00,0.15,1,0
1,1,18,1991,52,19,33,28.6,9.5,16.3,30.9,293,0.00,0.21,6,1
1,1,19,1991,43,17,29,37.1,14.4,27.0,31.0,138,0.00,0.19,1,0
1,1,20,1991,28,9,18,38.0,14.3,31.7,31.1,261,0.00,0.13,0,0
1,1,21,1991,32,12,20,30.7,10.0,17.0,30.9,281,0.00,0.13,0,0
1,1,22,1991,41,11,27,27.1,13.1,29.1,30.6,270,0.00,0.19,1,0
1,1,23,1991,29,2,18,38.5,7.7,19.6,30.5,139,0.00,0.07,0,0
1,1,24,1991,31,1,19,42.1,8.3,21.0,30.1,133,0.00,0.08,0,0
1,1,25,1991,22,2,11,45.9,7.8,22.0,29.9,319,0.00,0.07,0,0
1,1,26,1991,37,0,16,36.0,7.1,17.0,29.5,324,0.00,0.11,0,0
1,1,27,1991,37,10,23,26.5,8.9,15.9,29.2,308,0.00,0.14,0,0
1,1,28,1991,41,3,21,35.6,11.6,25.9,29.2,307,0.00,0.17,1,0
1,1,29,1991,13,-4,4,41.6,8.4,19.6,29.1,342,0.00,0.05,0,0
1,1,30,1991,45,3,20,27.5,6.5,13.1,28.5,337,0.00,0.15,2,0
1,1,31,1991,55,12,34,21.6,7.3,16.2,28.5,325,0.00,0.19,7,2
1,3,1,1991,32,32,32,999.9,999.9,999.9,32.0,9999,0.00,0.03,0,0
1,3,2,1991,32,13,32,999.9,999.9,13.5,32.1,9999,0.00,0.03,0,0
1,3,3,1991,62,25,43,23.8,13.5,39.6,34.6,450,0.00,0.37,11,6
1,3,4,1991,68,37,53,17.0,11.6,22.7,36.2,417,0.00,0.37,14,9
1,3,5,1991,55,30,47,21.3,16.6,37.0,38.6,75,0.00,0.30,7,2
1,3,6,1991,43,17,30,35.2,8.0,24.6,38.9,407,0.00,0.15,1,0
1,3,7,1991,47,15,30,30.4,6.1,17.0,38.3,453,0.01,0.16,3,0
1,3,8,1991,48,15,33,23.1,11.5,26.8,37.9,387,0.00,0.23,4,0
1,3,9,1991,61,16,37,27.5,9.7,17.3,37.5,541,0.00,0.31,11,6
1,3,10,1991,71,26,49,17.8,6.9,16.2,38.3,424,0.00,0.29,16,11
1,3,11,1991,73,24,47,21.7,9.2,31.5,39.7,431,0.08,0.37,17,12
1,3,12,1991,42,26,32,40.0,22.8,41.2,40.6,493,0.03,0.32,1,0
1,3,13,1991,47,17,30,29.3,10.2,21.1,39.0,548,0.00,0.23,3,0
1,3,14,1991,39,14,27,42.0,12.3,22.5,37.6,392,0.00,0.17,0,0
1,3,15,1991,32,25,28,53.4,13.2,17.7,36.5,138,0.01,0.12,0,0
1,3,16,1991,31,27,29,65.4,9.9,18.7,36.0,127,0.01,0.07,0,0
1,3,17,1991,58,22,35,46.0,6.1,12.9,35.7,529,0.12,0.21,9,4
1,3,18,1991,59,28,42,24.0,8.8,19.4,35.8,568,0.00,0.29,10,5
1,3,19,1991,58,29,43,32.0,16.2,30.4,37.2,561,0.00,0.38,9,4
1,3,20,1991,61,36,47,25.5,17.1,35.4,38.8,384,0.02,0.43,11,6
1,3,21,1991,61,26,43,22.4,7.4,17.3,39.3,539,0.00,0.26,10,5
1,3,22,1991,44,33,37,55.6,14.4,23.9,40.2,158,0.06,0.18,2,0
1,3,23,1991,62,30,43,27.5,12.6,29.0,39.7,582,0.00,0.38,11,6
1,3,24,1991,71,20,48,20.8,7.0,15.7,40.5,605,0.00,0.31,16,11
1,3,25,1991,70,35,54,16.8,7.8,16.2,42.3,444,0.00,0.31,15,10
1,3,26,1991,70,34,52,20.6,12.6,30.8,43.5,418,0.07,0.41,15,10
1,3,27,1991,50,24,35,37.1,15.5,36.2,43.9,620,0.02,0.33,5,0
1,3,28,1991,56,24,39,21.3,9.5,26.1,42.5,576,0.00,0.29,8,3
1,3,29,1991,43,25,32,42.7,9.4,18.3,41.7,136,0.06,0.14,2,0
1,3,30,1991,54,18,35,50.1,8.9,22.4,40.6,609,0.13,0.23,7,2
1,3,31,1991,68,29,46,32.8,6.9,12.7,40.9,635,0.00,0.30,14,9
1,4,1,1991,73,36,54,21.9,7.5,18.9,42.6,646,0.00,0.35,16,11
1,4,2,1991,55,34,44,50.8,8.2,19.2,43.9,196,0.00,0.16,8,3
1,4,3,1991,69,30,48,46.5,8.7,22.1,43.8,423,0.00,0.27,14,9
1,4,4,1991,73,34,53,29.8,7.1,16.2,44.6,615,0.00,0.32,16,11
1,4,5,1991,80,45,61,20.0,9.0,16.9,46.5,610,0.00,0.44,21,15
1,4,6,1991,84,47,64,16.4,7.9,17.7,48.5,589,0.00,0.42,22,17
1,4,7,1991,62,41,51,23.0,12.9,26.0,49.9,485,0.00,0.38,11,6
1,4,8,1991,60,31,45,31.4,12.9,26.4,49.3,535,0.00,0.35,10,5
1,4,9,1991,57,25,42,25.0,11.3,27.2,48.6,675,0.00,0.34,9,4
1,4,10,1991,69,35,50,32.7,17.2,33.1,52.3,462,0.00,0.49,14,9
1,4,11,1991,60,34,46,76.5,11.9,26.0,52.0,368,0.00,0.17,10,5
1,4,12,1991,42,25,34,92.3,11.2,19.8,46.7,197,0.00,0.04,1,0
1,4,13,1991,54,18,35,57.8,6.6,15.9,45.8,621,0.00,0.19,7,2
1,4,14,1991,55,19,43,47.3,8.9,22.0,45.1,410,0.00,0.18,7,2
1,4,15,1991,71,21,49,27.9,7.6,18.0,46.7,620,0.01,0.33,16,11
1,4,16,1991,49,30,39,41.0,9.7,21.5,47.7,351,0.00,0.20,5,0
1,4,17,1991,59,33,45,37.6,8.4,15.9,47.4,584,0.00,0.27,10,5
1,4,18,1991,48,35,42,52.4,6.6,15.8,48.0,141,0.07,0.10,4,0
1,4,19,1991,58,31,43,52.2,7.7,18.0,47.7,523,0.00,0.22,9,4
1,4,20,1991,49,35,41,50.5,11.5,18.3,47.7,181,0.00,0.18,5,0
1,4,21,1991,40,35,38,65.5,9.5,18.6,46.7,113,0.48,0.09,0,0
1,4,22,1991,63,33,47,38.1,8.4,22.7,45.8,562,0.00,0.28,11,6
1,4,23,1991,66,33,50,22.5,7.5,14.6,46.6,752,0.00,0.34,13,8
1,4,24,1991,61,35,46,41.7,7.5,16.6,47.7,471,0.54,0.24,10,5
1,4,25,1991,73,41,56,36.6,11.9,25.5,48.4,544,0.00,0.40,17,11
1,4,26,1991,59,35,47,21.4,14.3,28.7,49.0,372,0.00,0.37,9,4
1,4,27,1991,58,29,44,19.1,10.6,21.9,47.6,637,0.00,0.34,9,4
1,4,28,1991,61,35,46,18.6,15.4,28.9,47.8,567,0.00,0.47,10,5
1,4,29,1991,57,29,45,20.0,17.5,31.1,47.9,534,0.00,0.43,9,4
1,4,30,1991,58,28,41,22.6,10.5,20.9,47.5,456,0.00,0.31,9,4
1,5,1,1991,68,24,49,20.2,7.9,999.9,46.8,780,0.00,0.36,14,9
1,5,2,1991,32,32,32,999.9,999.9,999.9,999.9,9999,99.99,0.03,0,0
1,5,3,1991,54,33,42,35.6,8.4,22.9,45.5,568,0.18,0.26,7,2
1,5,4,1991,48,33,40,55.5,7.9,13.7,48.7,136,0.06,0.12,4,0
1,5,5,1991,57,30,42,35.1,9.0,27.8,47.0,566,0.00,0.28,9,4
1,5,6,1991,74,32,53,21.6,6.3,17.9,47.0,719,0.00,0.35,17,12
1,5,7,1991,64,40,53,28.3,7.4,16.8,49.4,515,0.01,0.28,12,7
1,5,8,1991,77,41,60,32.8,13.4,24.0,50.7,794,0.00,0.51,19,14
1,5,9,1991,85,49,67,26.2,20.4,32.5,53.4,735,0.00,0.78,23,17
1,5,10,1991,84,58,69,30.8,20.6,33.0,56.2,715,0.00,0.75,27,21
1,5,11,1991,86,55,70,32.5,17.7,34.9,58.3,687,0.06,0.68,26,21
1,5,12,1991,75,39,61,24.8,11.0,24.2,59.6,813,0.00,0.45,17,12
1,5,13,1991,78,31,60,17.0,9.9,22.6,59.3,785,0.00,0.47,19,14
1,5,14,1991,87,42,69,20.3,13.0,27.2,59.8,779,0.00,0.60,19,18
1,5,15,1991,79,50,61,35.2,14.1,39.9,61.0,587,0.50,0.53,24,14
1,5,16,1991,65,48,53,49.6,11.8,30.5,59.7,316,0.40,0.29,17,7
1,5,17,1991,66,48,55,49.7,10.3,17.9,57.4,353,0.00,0.26,17,8
1,5,18,1991,61,53,57,74.3,16.2,27.6,56.7,175,0.00,0.17,17,7
1,5,19,1991,84,60,70,41.5,19.8,31.7,57.0,742,0.00,0.68,29,22
1,5,20,1991,81,55,65,42.2,14.3,29.3,58.9,618,0.28,0.52,26,18
1,5,21,1991,80,53,66,32.7,12.1,22.8,59.4,567,0.00,0.46,25,16
1,5,22,1991,77,55,63,35.1,7.7,16.0,59.4,514,0.13,0.35,26,16
1,5,23,1991,74,50,59,38.1,7.1,24.5,60.1,456,0.03,0.30,22,12
1,5,24,1991,67,32,54,45.4,5.6,999.9,58.4,335,0.16,0.17,14,9
1,5,25,1991,72,46,9999,999.9,999.9,28.6,999.9,9999,0.07,0.14,19,11
1,5,26,1991,75,48,59,38.6,8.7,27.1,59.9,642,0.28,0.37,21,13
1,5,27,1991,70,50,61,47.6,9.4,21.5,59.8,581,0.17,0.30,20,10
1,5,28,1991,72,52,61,64.6,9.7,26.5,60.3,282,0.17,0.21,22,12
1,5,29,1991,70,46,59,50.2,7.0,22.5,59.9,748,0.20,0.30,18,10
1,5,30,1991,75,52,63,58.2,10.8,19.6,60.1,547,0.01,0.31,23,13
1,5,31,1991,71,55,63,55.7,11.9,18.9,60.4,429,0.00,0.28,23,13
1,6,1,1991,74,58,65,59.2,12.6,23.6,61.1,602,0.14,0.35,26,16
1,6,2,1991,76,52,63,52.7,11.2,26.2,62.0,672,0.81,0.37,24,14
1,6,3,1991,68,32,57,53.5,7.2,999.9,60.8,414,0.18,0.19,14,9
1,6,4,1991,78,52,51,17.0,999.9,16.9,999.9,462,0.00,0.28,24,15
